colombia,neighbor,venezuela
comoros,locatedin,africa
comoros,locatedin,eastern_africa
cook_islands,locatedin,oceania
cook_islands,locatedin,polynesia
costa_rica,locatedin,americas
costa_rica,locatedin,central_america
costa_rica,neighbor,nicaragua
costa_rica,neighbor,panama
croatia,locatedin,southern_europe
croatia,neighbor,bosnia_and_herzegovina
croatia,neighbor,hungary
croatia,neighbor,montenegro
croatia,neighbor,serbia
croatia,neighbor,slovenia
cuba,locatedin,americas
cuba,locatedin,caribbean
cura�ao,locatedin,americas
cura�ao,locatedin,caribbean
cyprus,locatedin,eastern_europe
cyprus,locatedin,europe
cyprus,neighbor,united_kingdom
czechia,locatedin,eastern_europe
czechia,locatedin,europe
czechia,neighbor,austria
czechia,neighbor,germany
czechia,neighbor,poland
czechia,neighbor,slovakia
denmark,locatedin,europe
denmark,locatedin,northern_europe
denmark,neighbor,germany
djibouti,locatedin,eastern_africa
djibouti,neighbor,eritrea
djibouti,neighbor,ethiopia
djibouti,neighbor,somalia
dominica,locatedin,americas
dominica,locatedin,caribbean
dominican_republic,locatedin,americas
dominican_republic,locatedin,caribbean
dominican_republic,neighbor,haiti
dr_congo,locatedin,africa
dr_congo,locatedin,middle_africa
dr_congo,neighbor,angola
dr_congo,neighbor,burundi
dr_congo,neighbor,central_african_republic
dr_congo,neighbor,republic_of_the_congo
dr_congo,neighbor,rwanda
dr_congo,neighbor,south_sudan
dr_congo,neighbor,tanzania
dr_congo,neighbor,uganda
dr_congo,neighbor,zambia
eastern_africa,locatedin,africa
eastern_asia,locatedin,asia
eastern_europe,locatedin,europe
ecuador,locatedin,americas
ecuador,locatedin,south_america
ecuador,neighbor,colombia
ecuador,neighbor,peru
egypt,locatedin,africa
egypt,locatedin,northern_africa
egypt,neighbor,israel
egypt,neighbor,libya
egypt,neighbor,sudan
el_salvador,locatedin,americas
el_salvador,locatedin,central_america
el_salvador,neighbor,guatemala
el_salvador,neighbor,honduras
equatorial_guinea,locatedin,africa
equatorial_guinea,locatedin,middle_africa
equatorial_guinea,neighbor,cameroon
equatorial_guinea,neighbor,gabon
eritrea,locatedin,africa
eritrea,locatedin,eastern_africa
eritrea,neighbor,djibouti
eritrea,neighbor,ethiopia
eritrea,neighbor,sudan
estonia,locatedin,europe
estonia,locatedin,northern_europe
estonia,neighbor,latvia
estonia,neighbor,russia
ethiopia,locatedin,africa
ethiopia,locatedin,eastern_africa
ethiopia,neighbor,djibouti
ethiopia,neighbor,eritrea
ethiopia,neighbor,kenya
ethiopia,neighbor,somalia
ethiopia,neighbor,south_sudan
ethiopia,neighbor,sudan
falkland_islands,locatedin,americas
falkland_islands,locatedin,south_america
faroe_islands,locatedin,europe
faroe_islands,locatedin,northern_europe
fiji,locatedin,melanesia
fiji,locatedin,oceania
finland,locatedin,europe
finland,locatedin,northern_europe
finland,neighbor,norway
finland,neighbor,russia
finland,neighbor,sweden
france,locatedin,europe
france,locatedin,western_europe
france,neighbor,andorra
france,neighbor,belgium
france,neighbor,germany
france,neighbor,italy
france,neighbor,luxembourg
france,neighbor,monaco
france,neighbor,spain
france,neighbor,switzerland
french_guiana,locatedin,americas
french_guiana,locatedin,south_america
french_guiana,neighbor,brazil
french_guiana,neighbor,suriname
french_polynesia,locatedin,oceania
french_polynesia,locatedin,polynesia
gabon,locatedin,africa
gabon,locatedin,middle_africa
gabon,neighbor,cameroon
gabon,neighbor,equatorial_guinea
gabon,neighbor,republic_of_the_congo
gambia,locatedin,africa
gambia,locatedin,western_africa
gambia,neighbor,senegal
georgia,locatedin,asia
georgia,locatedin,western_asia
georgia,neighbor,armenia
georgia,neighbor,azerbaijan
georgia,neighbor,russia
georgia,neighbor,turkey
germany,locatedin,europe
germany,locatedin,western_europe
germany,neighbor,austria
germany,neighbor,belgium
germany,neighbor,czechia
germany,neighbor,denmark
germany,neighbor,france
germany,neighbor,luxembourg
germany,neighbor,netherlands
germany,neighbor,poland
germany,neighbor,switzerland
ghana,locatedin,africa
ghana,locatedin,western_africa
ghana,neighbor,burkina_faso
ghana,neighbor,ivory_coast
ghana,neighbor,togo
gibraltar,locatedin,europe
gibraltar,locatedin,southern_europe
gibraltar,neighbor,spain
greece,locatedin,southern_europe
greece,neighbor,albania
greece,neighbor,bulgaria
greece,neighbor,macedonia
greece,neighbor,turkey
greenland,locatedin,americas
greenland,locatedin,northern_america
grenada,locatedin,americas
grenada,locatedin,caribbean
guadeloupe,locatedin,americas
guadeloupe,locatedin,caribbean
guam,locatedin,micronesia
guam,locatedin,oceania
guatemala,locatedin,central_america
guatemala,neighbor,belize
guatemala,neighbor,el_salvador
guatemala,neighbor,honduras
guatemala,neighbor,mexico
guernsey,locatedin,europe
guernsey,locatedin,northern_europe
guinea,locatedin,africa
guinea,locatedin,western_africa
guinea,neighbor,guinea-bissau
guinea,neighbor,ivory_coast
guinea,neighbor,liberia
guinea,neighbor,mali
guinea,neighbor,senegal
guinea,neighbor,sierra_leone
guinea-bissau,locatedin,western_africa
guinea-bissau,neighbor,guinea
guinea-bissau,neighbor,senegal
guyana,locatedin,americas
guyana,locatedin,south_america
guyana,neighbor,brazil
guyana,neighbor,suriname
guyana,neighbor,venezuela
haiti,locatedin,americas
haiti,locatedin,caribbean
haiti,neighbor,dominican_republic
honduras,locatedin,central_america
honduras,neighbor,el_salvador
honduras,neighbor,guatemala
honduras,neighbor,nicaragua
hong_kong,locatedin,eastern_asia
hong_kong,neighbor,china
hungary,locatedin,eastern_europe
hungary,locatedin,europe
hungary,neighbor,austria
hungary,neighbor,croatia
hungary,neighbor,romania
hungary,neighbor,serbia
hungary,neighbor,slovakia
hungary,neighbor,slovenia
hungary,neighbor,ukraine
iceland,locatedin,europe
iceland,locatedin,northern_europe
india,locatedin,asia
india,locatedin,southern_asia
india,neighbor,afghanistan
india,neighbor,bangladesh
india,neighbor,bhutan
india,neighbor,china
india,neighbor,myanmar
india,neighbor,nepal
india,neighbor,pakistan
india,neighbor,sri_lanka
indonesia,locatedin,asia
indonesia,locatedin,south-eastern_asia
indonesia,neighbor,malaysia
indonesia,neighbor,papua_new_guinea
indonesia,neighbor,timor-leste
iran,locatedin,asia
iran,locatedin,southern_asia
iran,neighbor,afghanistan
iran,neighbor,armenia
iran,neighbor,azerbaijan
iran,neighbor,iraq
iran,neighbor,pakistan
iran,neighbor,turkey
iran,neighbor,turkmenistan
iraq,locatedin,asia
iraq,locatedin,western_asia
iraq,neighbor,iran
iraq,neighbor,jordan
iraq,neighbor,kuwait
iraq,neighbor,saudi_arabia
iraq,neighbor,syria
iraq,neighbor,turkey
ireland,locatedin,northern_europe
ireland,neighbor,united_kingdom
isle_of_man,locatedin,europe
isle_of_man,locatedin,northern_europe
israel,locatedin,western_asia
israel,neighbor,egypt
israel,neighbor,jordan
israel,neighbor,lebanon
israel,neighbor,syria
italy,locatedin,europe
italy,locatedin,southern_europe
italy,neighbor,austria
italy,neighbor,france
italy,neighbor,san_marino
italy,neighbor,slovenia
italy,neighbor,switzerland
italy,neighbor,vatican_city
ivory_coast,locatedin,africa
ivory_coast,locatedin,western_africa
ivory_coast,neighbor,burkina_faso
ivory_coast,neighbor,ghana
ivory_coast,neighbor,guinea
ivory_coast,neighbor,liberia
ivory_coast,neighbor,mali
jamaica,locatedin,americas
jamaica,locatedin,caribbean
japan,locatedin,asia
japan,locatedin,eastern_asia
jersey,locatedin,europe
jersey,locatedin,northern_europe
jordan,locatedin,western_asia
jordan,neighbor,iraq
jordan,neighbor,israel
jordan,neighbor,saudi_arabia
jordan,neighbor,syria
kazakhstan,locatedin,asia
kazakhstan,locatedin,central_asia
kazakhstan,neighbor,china
kazakhstan,neighbor,kyrgyzstan
kazakhstan,neighbor,russia
kazakhstan,neighbor,turkmenistan
kazakhstan,neighbor,uzbekistan
kenya,locatedin,africa
kenya,locatedin,eastern_africa
kenya,neighbor,ethiopia
kenya,neighbor,somalia
kenya,neighbor,south_sudan
kenya,neighbor,tanzania
kenya,neighbor,uganda
kiribati,locatedin,micronesia
kiribati,locatedin,oceania
kosovo,locatedin,eastern_europe
kosovo,neighbor,albania
kosovo,neighbor,macedonia
kosovo,neighbor,montenegro
kosovo,neighbor,serbia
kuwait,locatedin,asia
kuwait,locatedin,western_asia
kuwait,neighbor,iraq
kuwait,neighbor,saudi_arabia
kyrgyzstan,locatedin,asia
kyrgyzstan,locatedin,central_asia
kyrgyzstan,neighbor,china
kyrgyzstan,neighbor,kazakhstan
kyrgyzstan,neighbor,tajikistan
kyrgyzstan,neighbor,uzbekistan
laos,locatedin,asia
laos,locatedin,south-eastern_asia
laos,neighbor,cambodia
laos,neighbor,china
laos,neighbor,myanmar
laos,neighbor,thailand
laos,neighbor,vietnam
latvia,locatedin,europe
latvia,locatedin,northern_europe
latvia,neighbor,belarus
latvia,neighbor,estonia
latvia,neighbor,lithuania
latvia,neighbor,russia
lebanon,locatedin,asia
lebanon,locatedin,western_asia
lebanon,neighbor,israel
lebanon,neighbor,syria
lesotho,locatedin,southern_africa
lesotho,neighbor,south_africa
liberia,locatedin,africa
liberia,locatedin,western_africa
liberia,neighbor,guinea
liberia,neighbor,ivory_coast
liberia,neighbor,sierra_leone
libya,locatedin,northern_africa
libya,neighbor,algeria
libya,neighbor,chad
libya,neighbor,egypt
libya,neighbor,niger
libya,neighbor,sudan
libya,neighbor,tunisia
liechtenstein,locatedin,europe
liechtenstein,locatedin,western_europe
liechtenstein,neighbor,austria
liechtenstein,neighbor,switzerland
lithuania,locatedin,europe
lithuania,locatedin,northern_europe
lithuania,neighbor,belarus
lithuania,neighbor,latvia
lithuania,neighbor,poland
lithuania,neighbor,russia
luxembourg,locatedin,europe
luxembourg,locatedin,western_europe
luxembourg,neighbor,belgium
luxembourg,neighbor,france
luxembourg,neighbor,germany
macau,locatedin,eastern_asia
macau,neighbor,china
macedonia,locatedin,europe
macedonia,locatedin,southern_europe
macedonia,neighbor,albania
macedonia,neighbor,bulgaria
macedonia,neighbor,greece
macedonia,neighbor,kosovo
macedonia,neighbor,serbia
madagascar,locatedin,africa
madagascar,locatedin,eastern_africa
malawi,locatedin,africa
malawi,locatedin,eastern_africa
malawi,neighbor,mozambique
malawi,neighbor,tanzania
malawi,neighbor,zambia
malaysia,locatedin,asia
malaysia,locatedin,south-eastern_asia
malaysia,neighbor,brunei
malaysia,neighbor,indonesia
malaysia,neighbor,thailand
maldives,locatedin,asia
maldives,locatedin,southern_asia
mali,locatedin,western_africa
mali,neighbor,algeria
mali,neighbor,burkina_faso
mali,neighbor,guinea
mali,neighbor,ivory_coast
mali,neighbor,mauritania
mali,neighbor,niger
mali,neighbor,senegal
malta,locatedin,europe
malta,locatedin,southern_europe
marshall_islands,locatedin,micronesia
marshall_islands,locatedin,oceania
martinique,locatedin,americas
martinique,locatedin,caribbean
mauritania,locatedin,western_africa
mauritania,neighbor,algeria
mauritania,neighbor,mali
mauritania,neighbor,senegal
mauritania,neighbor,western_sahara
mauritius,locatedin,africa
mauritius,locatedin,eastern_africa
mayotte,locatedin,africa
mayotte,locatedin,eastern_africa
melanesia,locatedin,oceania
mexico,locatedin,northern_america
mexico,neighbor,belize
mexico,neighbor,guatemala
mexico,neighbor,united_states
micronesia_country,locatedin,micronesia
micronesia,locatedin,oceania
middle_africa,locatedin,africa
moldova,locatedin,eastern_europe
moldova,locatedin,europe
moldova,neighbor,romania
moldova,neighbor,ukraine
monaco,locatedin,western_europe
monaco,neighbor,france
mongolia,locatedin,asia
mongolia,locatedin,eastern_asia
mongolia,neighbor,china
mongolia,neighbor,russia
montenegro,locatedin,europe
montenegro,locatedin,southern_europe
montenegro,neighbor,albania
montenegro,neighbor,bosnia_and_herzegovina
montenegro,neighbor,croatia
montenegro,neighbor,kosovo
montenegro,neighbor,serbia
montserrat,locatedin,americas
montserrat,locatedin,caribbean
morocco,locatedin,northern_africa
morocco,neighbor,algeria
morocco,neighbor,spain
morocco,neighbor,western_sahara
mozambique,locatedin,africa
mozambique,locatedin,eastern_africa
mozambique,neighbor,malawi
mozambique,neighbor,south_africa
mozambique,neighbor,swaziland
mozambique,neighbor,tanzania
mozambique,neighbor,zambia
mozambique,neighbor,zimbabwe
myanmar,locatedin,asia
myanmar,locatedin,south-eastern_asia
myanmar,neighbor,bangladesh
myanmar,neighbor,china
myanmar,neighbor,india
myanmar,neighbor,laos
myanmar,neighbor,thailand
namibia,locatedin,africa
namibia,locatedin,southern_africa
namibia,neighbor,angola
namibia,neighbor,botswana
namibia,neighbor,south_africa
namibia,neighbor,zambia
nauru,locatedin,micronesia
nauru,locatedin,oceania
nepal,locatedin,asia
nepal,locatedin,southern_asia
nepal,neighbor,china
nepal,neighbor,india
netherlands,locatedin,europe
netherlands,locatedin,western_europe
netherlands,neighbor,belgium
netherlands,neighbor,germany
new_caledonia,locatedin,melanesia
new_caledonia,locatedin,oceania
new_zealand,locatedin,australia_and_new_zealand
new_zealand,locatedin,oceania
nicaragua,locatedin,americas
nicaragua,locatedin,central_america
nicaragua,neighbor,costa_rica
nicaragua,neighbor,honduras
niger,locatedin,western_africa
niger,neighbor,algeria
niger,neighbor,benin
niger,neighbor,burkina_faso
niger,neighbor,chad
niger,neighbor,libya
niger,neighbor,mali
niger,neighbor,nigeria
nigeria,locatedin,africa
nigeria,locatedin,western_africa
nigeria,neighbor,benin
nigeria,neighbor,cameroon
nigeria,neighbor,chad
nigeria,neighbor,niger
niue,locatedin,oceania
niue,locatedin,polynesia
norfolk_island,locatedin,australia_and_new_zealand
norfolk_island,locatedin,oceania
north_korea,locatedin,asia
north_korea,locatedin,eastern_asia
north_korea,neighbor,china
north_korea,neighbor,russia
north_korea,neighbor,south_korea
northern_africa,locatedin,africa
northern_america,locatedin,americas
northern_europe,locatedin,europe
northern_mariana_islands,locatedin,micronesia
northern_mariana_islands,locatedin,oceania
norway,locatedin,europe
norway,locatedin,northern_europe
norway,neighbor,finland
norway,neighbor,russia
norway,neighbor,sweden
oman,locatedin,asia
oman,locatedin,western_asia
oman,neighbor,saudi_arabia
oman,neighbor,united_arab_emirates
oman,neighbor,yemen
pakistan,locatedin,asia
pakistan,locatedin,southern_asia
pakistan,neighbor,afghanistan
pakistan,neighbor,china
pakistan,neighbor,india
pakistan,neighbor,iran
palau,locatedin,micronesia
palau,locatedin,oceania
palestine,locatedin,asia
palestine,locatedin,western_asia
palestine,neighbor,egypt
palestine,neighbor,israel
palestine,neighbor,jordan
panama,locatedin,central_america
panama,neighbor,colombia
panama,neighbor,costa_rica
papua_new_guinea,locatedin,melanesia
papua_new_guinea,locatedin,oceania
papua_new_guinea,neighbor,indonesia
paraguay,locatedin,south_america
paraguay,neighbor,argentina
paraguay,neighbor,bolivia
paraguay,neighbor,brazil
peru,locatedin,americas
peru,locatedin,south_america
peru,neighbor,bolivia
peru,neighbor,brazil
peru,neighbor,chile
peru,neighbor,colombia
peru,neighbor,ecuador
philippines,locatedin,asia
philippines,locatedin,south-eastern_asia
pitcairn_islands,locatedin,oceania
pitcairn_islands,locatedin,polynesia
poland,locatedin,eastern_europe
poland,neighbor,belarus
poland,neighbor,czechia
poland,neighbor,germany
poland,neighbor,lithuania
poland,neighbor,russia
poland,neighbor,slovakia
poland,neighbor,ukraine
polynesia,locatedin,oceania
portugal,locatedin,europe
portugal,locatedin,southern_europe
portugal,neighbor,spain
puerto_rico,locatedin,americas
puerto_rico,locatedin,caribbean
qatar,locatedin,western_asia
qatar,neighbor,saudi_arabia
republic_of_the_congo,locatedin,middle_africa
republic_of_the_congo,neighbor,angola
republic_of_the_congo,neighbor,cameroon
republic_of_the_congo,neighbor,central_african_republic
republic_of_the_congo,neighbor,dr_congo
republic_of_the_congo,neighbor,gabon
romania,locatedin,eastern_europe
romania,neighbor,bulgaria
romania,neighbor,hungary
romania,neighbor,moldova
romania,neighbor,serbia
romania,neighbor,ukraine
russia,locatedin,eastern_europe
russia,neighbor,azerbaijan
russia,neighbor,belarus
russia,neighbor,china
russia,neighbor,estonia
russia,neighbor,finland
russia,neighbor,georgia
russia,neighbor,kazakhstan
russia,neighbor,latvia
russia,neighbor,lithuania
russia,neighbor,mongolia
russia,neighbor,north_korea
russia,neighbor,norway
russia,neighbor,poland
russia,neighbor,ukraine
rwanda,locatedin,eastern_africa
rwanda,neighbor,burundi
rwanda,neighbor,dr_congo
rwanda,neighbor,tanzania
rwanda,neighbor,uganda
r�union,locatedin,africa
r�union,locatedin,eastern_africa
saint_barth�lemy,locatedin,americas
saint_barth�lemy,locatedin,caribbean
saint_kitts_and_nevis,locatedin,americas
saint_kitts_and_nevis,locatedin,caribbean
saint_lucia,locatedin,americas
saint_lucia,locatedin,caribbean
saint_martin,locatedin,americas
saint_martin,locatedin,caribbean
saint_martin,neighbor,sint_maarten
saint_pierre_and_miquelon,locatedin,americas
saint_pierre_and_miquelon,locatedin,northern_america
saint_vincent_and_the_grenadines,locatedin,americas
saint_vincent_and_the_grenadines,locatedin,caribbean
samoa,locatedin,oceania
samoa,locatedin,polynesia
san_marino,locatedin,southern_europe
san_marino,neighbor,italy
saudi_arabia,locatedin,western_asia
saudi_arabia,neighbor,iraq
saudi_arabia,neighbor,jordan
saudi_arabia,neighbor,kuwait
saudi_arabia,neighbor,oman
saudi_arabia,neighbor,qatar
saudi_arabia,neighbor,united_arab_emirates
saudi_arabia,neighbor,yemen
senegal,locatedin,africa
senegal,locatedin,western_africa
senegal,neighbor,gambia
senegal,neighbor,guinea
senegal,neighbor,guinea-bissau
senegal,neighbor,mali
senegal,neighbor,mauritania
serbia,locatedin,southern_europe
serbia,neighbor,bosnia_and_herzegovina
serbia,neighbor,bulgaria
serbia,neighbor,croatia
serbia,neighbor,hungary
serbia,neighbor,kosovo
serbia,neighbor,macedonia
serbia,neighbor,montenegro
serbia,neighbor,romania
seychelles,locatedin,africa
seychelles,locatedin,eastern_africa
sierra_leone,locatedin,africa
sierra_leone,locatedin,western_africa
sierra_leone,neighbor,guinea
sierra_leone,neighbor,liberia
singapore,locatedin,asia
singapore,locatedin,south-eastern_asia
sint_maarten,locatedin,americas
sint_maarten,locatedin,caribbean
sint_maarten,neighbor,saint_martin
slovakia,locatedin,central_europe
slovakia,locatedin,europe
slovakia,neighbor,austria
slovakia,neighbor,czechia
slovakia,neighbor,hungary
slovakia,neighbor,poland
slovakia,neighbor,ukraine
slovenia,locatedin,europe
slovenia,locatedin,southern_europe
slovenia,neighbor,austria
slovenia,neighbor,croatia
slovenia,neighbor,hungary
slovenia,neighbor,italy
solomon_islands,locatedin,melanesia
solomon_islands,locatedin,oceania
somalia,locatedin,eastern_africa
somalia,neighbor,djibouti
somalia,neighbor,ethiopia
somalia,neighbor,kenya
south-eastern_asia,locatedin,asia
south_africa,locatedin,africa
south_africa,locatedin,southern_africa
south_africa,neighbor,botswana
south_africa,neighbor,lesotho
south_africa,neighbor,mozambique
south_africa,neighbor,namibia
south_africa,neighbor,swaziland
south_africa,neighbor,zimbabwe
south_america,locatedin,americas
south_georgia,locatedin,americas
south_georgia,locatedin,south_america
south_korea,locatedin,asia
south_korea,locatedin,eastern_asia
south_korea,neighbor,north_korea
south_sudan,locatedin,middle_africa
south_sudan,neighbor,central_african_republic
south_sudan,neighbor,dr_congo
south_sudan,neighbor,ethiopia
south_sudan,neighbor,kenya
south_sudan,neighbor,sudan
south_sudan,neighbor,uganda
southern_africa,locatedin,africa
southern_asia,locatedin,asia
southern_europe,locatedin,europe
spain,locatedin,europe
spain,locatedin,southern_europe
spain,neighbor,andorra
spain,neighbor,france
spain,neighbor,gibraltar
spain,neighbor,morocco
spain,neighbor,portugal
sri_lanka,locatedin,southern_asia
sri_lanka,neighbor,india
sudan,locatedin,africa
sudan,locatedin,northern_africa
sudan,neighbor,central_african_republic
sudan,neighbor,chad
sudan,neighbor,egypt
sudan,neighbor,eritrea
sudan,neighbor,ethiopia
sudan,neighbor,libya
sudan,neighbor,south_sudan
suriname,locatedin,south_america
suriname,neighbor,brazil
suriname,neighbor,french_guiana
suriname,neighbor,guyana
svalbard_and_jan_mayen,locatedin,europe
svalbard_and_jan_mayen,locatedin,northern_europe
swaziland,locatedin,africa
swaziland,locatedin,southern_africa
swaziland,neighbor,mozambique
swaziland,neighbor,south_africa
sweden,locatedin,europe
sweden,locatedin,northern_europe
sweden,neighbor,finland
sweden,neighbor,norway
switzerland,locatedin,europe
switzerland,locatedin,western_europe
switzerland,neighbor,austria
switzerland,neighbor,france
switzerland,neighbor,germany
switzerland,neighbor,italy
switzerland,neighbor,liechtenstein
syria,locatedin,western_asia
syria,neighbor,iraq
syria,neighbor,israel
syria,neighbor,jordan
syria,neighbor,lebanon
syria,neighbor,turkey
s�o_tom�_and_pr�ncipe,locatedin,africa
s�o_tom�_and_pr�ncipe,locatedin,middle_africa
taiwan,locatedin,asia
taiwan,locatedin,eastern_asia
tajikistan,locatedin,asia
tajikistan,locatedin,central_asia
tajikistan,neighbor,afghanistan
tajikistan,neighbor,china
tajikistan,neighbor,kyrgyzstan
tajikistan,neighbor,uzbekistan
tanzania,locatedin,africa
tanzania,locatedin,eastern_africa
tanzania,neighbor,burundi
tanzania,neighbor,dr_congo
tanzania,neighbor,kenya
tanzania,neighbor,malawi
